종,위도,경도,카운트,ID
갈참나무,37.10377222,128.3622222,1,287
갈참나무,37.10836111,127.9168611,2,288
갈참나무,37.11333333,127.9460833,1,289
갈참나무,37.11969444,127.9648611,1,290
갈참나무,37.12152778,129.1579444,1,291
갈참나무,37.13506389,127.1169472,1,292
갈참나무,37.13638889,126.7116667,1,293
갈참나무,37.140361,127.55775,1,294
갈참나무,37.140739,127.556285,1,295
갈참나무,37.141298,127.561304,1,296
갈참나무,37.144194,127.555833,1,297
갈참나무,37.144556,127.555694,1,298
갈참나무,37.14485,127.558867,1,299
갈참나무,37.14733333,127.6768889,1,300
갈참나무,37.14866667,128.9022778,1,301
갈참나무,37.14948,127.556197,1,302
갈참나무,37.15172222,127.6579444,1,303
갈참나무,37.152389,127.451361,1,304
갈참나무,37.15288889,127.68425,1,305
갈참나무,37.15291667,127.6585528,1,306
갈참나무,37.15441667,127.6812778,2,307
갈참나무,37.15588,127.466504,1,308
갈참나무,37.156789,127.468216,1,309
갈참나무,37.161975,127.8509806,1,310
갈참나무,37.18218611,127.8350972,1,311
갈참나무,37.18361111,127.8635,2,312
갈참나무,37.18538889,127.8586389,1,313
갈참나무,37.186175,126.9222472,1,314
갈참나무,37.19795278,128.3742306,1,315
갈참나무,37.19977222,128.345725,1,316
갈참나무,37.20014167,128.7294,1,317
갈참나무,37.201,127.8267222,2,318
갈참나무,37.20125556,128.3518889,1,319
갈참나무,37.20511944,127.2770056,1,320
갈참나무,37.20941667,127.8251389,1,321
갈참나무,37.21275278,127.1905,1,322
갈참나무,37.21375833,127.8636028,2,323
갈참나무,37.22877778,126.1582222,1,324
갈참나무,37.23337778,128.4808556,1,325
갈참나무,37.23556389,128.5215889,1,326
갈참나무,37.24690278,128.1426667,1,327
갈참나무,37.26554722,126.4746417,1,328
갈참나무,37.27772222,128.9616417,1,329
갈참나무,37.28508333,127.6045,1,330
갈참나무,37.28854444,128.3347306,1,331
갈참나무,37.31436111,127.0577222,1,332
갈참나무,37.31900833,128.316325,1,333
갈참나무,37.32065,127.719517,1,334
갈참나무,37.32641667,127.0277222,1,335
갈참나무,37.32994444,127.023,1,336
갈참나무,37.33908333,127.0155556,1,337
갈참나무,37.34369444,127.2663889,1,338
갈참나무,37.34802778,127.0049722,1,339
갈참나무,37.36138889,127.1946389,1,340
갈참나무,37.36166667,127.1942778,2,341
갈참나무,37.36452778,126.8840833,1,342
갈참나무,37.36597222,127.2874444,1,343
갈참나무,37.36725,126.8571111,1,344
갈참나무,37.36972222,126.8592222,1,345
갈참나무,37.36991667,126.8326944,1,346
갈참나무,37.38066667,126.4281806,1,347
갈참나무,37.38219444,128.2710889,1,348
갈참나무,37.41136111,127.38775,1,349
갈참나무,37.41692222,129.0588083,1,350
갈참나무,37.41875,127.3733889,1,351
갈참나무,37.42002778,127.3772778,1,352
갈참나무,37.42941667,126.6882917,1,353
갈참나무,37.436703,127.211822,1,354
갈참나무,37.44305556,127.0538889,1,355
갈참나무,37.44305556,129.0821833,1,356
갈참나무,37.450337,127.227098,1,357
갈참나무,37.45722222,126.7797222,1,358
갈참나무,37.48122222,127.2829444,1,359
갈참나무,37.4825,127.2676944,1,360
갈참나무,37.48630556,127.3279167,1,361
갈참나무,37.48936111,127.369,1,362
갈참나무,37.50388889,126.5491669,2,363
갈참나무,37.50396889,127.2430331,1,364
갈참나무,37.50638889,126.5552781,1,365
갈참나무,37.51916694,126.4502781,1,366
갈참나무,37.52472194,126.4394439,1,367
갈참나무,37.52527806,126.4422219,1,368
갈참나무,37.53333333,126.3503056,2,369
갈참나무,37.542175,126.854705,1,370
갈참나무,37.54305556,127.3852583,1,371
갈참나무,37.54808333,126.3284722,4,372
갈참나무,37.57051694,127.3028689,1,373
갈참나무,37.5713,127.3029331,1,374
갈참나무,37.57191111,127.2969919,1,375
갈참나무,37.58684194,127.4941169,1,376
갈참나무,37.60483306,126.9436111,1,377
갈참나무,37.60491694,126.9419719,1,378
갈참나무,37.65626389,125.6961806,1,379
갈참나무,37.65969389,127.6783061,4,380
갈참나무,37.66352806,127.3884719,1,381
갈참나무,37.66652806,127.2901389,1,382
갈참나무,37.66891389,125.7066639,1,383
갈참나무,37.67458611,127.2565389,1,384
갈참나무,37.677608,126.189453,1,385
갈참나무,37.68666694,126.3316669,1,386
갈참나무,37.69234889,126.790345,1,387
갈참나무,37.69319389,127.4042781,1,388
갈참나무,37.69333306,126.315,1,389
갈참나무,37.70722194,126.42,1,390
갈참나무,37.70764389,127.4102811,1,391
갈참나무,37.71333306,126.4405561,1,392
갈참나무,37.72000806,127.2049111,1,393
갈참나무,37.72166694,126.3927781,1,394
갈참나무,37.72277806,127.6081389,2,395
갈참나무,37.7353,126.9386811,1,396
갈참나무,37.74130611,127.8504169,1,397
갈참나무,37.75244389,127.8579719,2,398
갈참나무,37.75857806,127.2687969,1,399
갈참나무,37.77788889,127.5558611,1,400
갈참나무,37.77958611,126.6951311,1,401
갈참나무,37.78,126.4141669,1,402
갈참나무,37.78111111,126.2916669,1,403
갈참나무,37.79373889,126.7617331,1,404
갈참나무,37.7975,126.7565561,1,405
갈참나무,37.80597194,127.6045561,1,406
갈참나무,37.80625,127.5437778,1,407
갈참나무,37.82316667,128.3039722,1,408
갈참나무,37.83011111,127.5273611,1,409
갈참나무,37.83438889,128.1678056,1,410
갈참나무,37.83705611,127.4623889,1,411
갈참나무,37.84333333,127.6236667,1,412
갈참나무,37.88633306,126.8629139,1,413
갈참나무,37.90222222,127.5936111,1,414
갈참나무,37.91961111,127.6322778,1,415
갈참나무,37.92563889,127.6390833,1,416
갈참나무,37.92975,127.6430278,1,417
갈참나무,37.92997222,127.59675,1,418
갈참나무,37.93330611,127.6508061,1,419
갈참나무,37.93522222,128.5361111,1,420
갈참나무,37.93666667,127.6479167,1,421
갈참나무,37.93788889,127.6885556,1,422
갈참나무,37.94498111,127.0922,1,423
갈참나무,37.95211111,127.8483331,1,424
갈참나무,37.97138889,128.5119444,1,425
갈참나무,37.97594722,127.6420278,1,426
갈참나무,38.00989167,127.3835222,1,427
갈참나무,38.03675,127.4446111,1,428
갈참나무,38.04095278,128.1727944,1,429
갈참나무,38.056675,128.0132444,1,430
갈참나무,38.06898889,127.4143222,1,431
갈참나무,38.12811111,127.1536111,1,432
갈참나무,38.17420556,127.9212667,1,433
갈참나무,38.19969444,127.3759722,1,434
갈참나무,38.29722222,128.5116111,1,435
감나무,33.24125,126.6100833,1,436
감나무,33.24172222,126.6086667,1,437
감나무,33.24175,126.6108333,1,438
감나무,33.24363889,126.5478056,1,439
감나무,33.24524444,126.4815139,1,440
감나무,33.47622222,126.8053056,1,441
감나무,33.47658333,126.8085556,1,442
감나무,33.47736111,126.8069722,1,443
감나무,33.50172222,126.8998889,1,444
감나무,33.50172222,126.9022778,1,445
감나무,33.51727778,126.7122778,1,446
감나무,33.51783333,126.7097778,1,447
감나무,33.51863889,126.7153611,1,448
감나무,33.52694444,126.5978056,1,449
감나무,33.54744444,126.6775,1,450
감나무,33.95622222,126.2936944,1,451
감나무,34.35805556,126.6858333,1,452
감나무,34.44526667,127.0660861,1,453
감나무,34.53506111,127.2920667,1,454
감나무,34.54081667,127.3806611,1,455
감나무,34.54773333,126.9311,1,456
감나무,34.58236667,126.84015,1,457
감나무,34.60314722,126.382675,1,458
감나무,34.63648889,128.2887889,1,459
감나무,34.69905,128.1892694,1,460
감나무,34.73893889,127.7082056,1,461
감나무,34.7893,127.1803611,1,462
감나무,34.79166667,127.9376083,1,463
감나무,34.79879722,127.3073806,1,464
감나무,34.80687778,127.3182111,1,465
감나무,34.83573056,127.8700306,1,466
감나무,34.84863,128.39571,1,467
감나무,34.971625,127.5059806,1,468
감나무,35.18583333,126.5522222,1,469
감나무,35.2675,126.5975,1,470
감나무,35.29388889,126.1469444,1,471
감나무,35.325,128.2133333,1,472
감나무,35.34088333,127.1908667,1,473
감나무,35.39283056,129.1425806,1,474
감나무,35.44188889,127.6190278,1,475
감나무,35.55563889,129.2061939,1,476
감나무,35.74376111,128.6499581,1,477
감나무,35.87993056,128.9268778,1,478
감나무,35.88259722,128.9286028,1,479
감나무,35.88441111,128.9287278,1,480
감나무,35.91985833,126.7353139,1,481
감나무,35.99166667,127.0911111,1,482
감나무,36.02125,127.7635,1,483
감나무,36.02472222,127.3536111,1,484
감나무,36.03761111,127.7745278,1,485
감나무,36.07707222,126.7993278,1,486
감나무,36.08027778,128.0184167,2,487
감나무,36.09894444,128.1208056,1,488
감나무,36.11881944,126.6734833,1,489
감나무,36.12322222,127.7780278,1,490
감나무,36.13447222,128.0427778,1,491
감나무,36.14397222,127.8990556,1,492
감나무,36.14708333,128.1020833,1,493
감나무,36.15820278,128.9494556,1,494
감나무,36.16694444,127.8946667,1,495
감나무,36.17311111,127.7996111,1,496
감나무,36.18663889,127.9299167,1,497
감나무,36.19305556,127.8159722,1,498
감나무,36.20502778,126.9008333,1,499
감나무,36.20972222,127.6206944,1,500
감나무,36.21115833,127.6711583,1,501
감나무,36.21208333,127.9628889,1,502
감나무,36.21616667,127.2033056,1,503
감나무,36.21781111,127.6669194,1,504
감나무,36.23127778,127.9683056,1,505
감나무,36.23980556,127.98,1,506
감나무,36.27595833,126.6958028,1,507
감나무,36.34969444,127.0651389,1,508
감나무,36.36026944,126.4516806,1,509
감나무,36.42113889,126.907,1,510
감나무,36.44138889,126.8056667,1,511
감나무,36.44469167,128.5612028,1,512
감나무,36.45611111,127.5893611,1,513
감나무,36.45863889,127.5468333,1,514
감나무,36.46591667,127.5733611,1,515
감나무,36.48052778,127.0246111,1,516
감나무,36.53027806,126.6174439,1,517
감나무,36.654335,128.089737,1,518
감나무,36.72711111,126.5887781,1,519
감나무,36.76194389,126.6035169,1,520
감나무,36.83646389,127.5523111,1,521
감나무,36.97752778,128.3325556,1,522
감나무,37.00222194,126.4454719,1,523
감나무,37.061975,127.3626333,1,524
감나무,37.16975,126.1068611,1,525
감나무,37.22161111,126.1206944,1,526
감나무,37.23177778,129.0432222,1,527
감나무,37.3125,127.0545,1,528
감나무,37.34802778,127.0049722,1,529
감나무,37.36472222,127.2848889,1,530
감나무,37.36597222,127.2874444,1,531
감나무,37.46427778,127.3967222,1,532
감나무,37.4825,127.2676944,1,533
감나무,37.51280556,130.9101667,1,534
감나무,37.56869389,127.2722281,1,535
감나무,37.666183,126.1999722,1,536
감나무,37.66815,125.6889917,1,537
감나무,37.97238889,128.6120556,1,538
감나무,38.09045,128.1522389,1,539
개다래,33.29169444,126.4655833,1,540
개다래,33.31194167,126.3684944,1,541
개다래,33.31288889,126.58675,1,542
개다래,33.39188889,126.6364444,1,543
개다래,33.42447222,126.6121667,1,544
개다래,33.4305,126.6611667,1,545
개다래,33.45386111,126.6560278,2,546
개다래,33.48805278,126.3857139,1,547
개다래,34.284933,126.191617,1,548
개다래,34.61611111,126.84,2,549
개다래,34.63606,126.704283,1,550
개다래,34.6884,126.98645,1,551
개다래,34.722231,126.842967,1,552
개다래,34.86905556,126.9043056,1,553
개다래,34.93269444,127.2266111,1,554
개다래,34.934,127.0859722,1,555
개다래,35.17380556,127.17475,1,556
개다래,35.21266667,127.7192222,1,557
개다래,35.21402778,127.7226389,1,558
개다래,35.22158333,127.8086389,1,559
개다래,35.236,127.7731667,1,560
개다래,35.23911111,127.7473611,1,561
개다래,35.325,126.8877778,1,562
개다래,35.36736111,126.7268611,1,563
개다래,35.44993333,127.5899833,1,564
개다래,35.45497222,127.6407778,1,565
개다래,35.59046389,129.3973219,1,566
개다래,35.59576389,127.9256189,1,567
개다래,35.59708333,127.5986417,1,568
개다래,35.63738889,129.3786719,1,569
개다래,35.72140806,127.7625581,1,570
개다래,35.72579694,127.7424219,1,571
개다래,35.74770306,127.7093719,1,572
개다래,35.90495278,127.2066333,1,573
개다래,36.03527778,127.3472222,1,574
개다래,36.05905556,127.8700833,1,575
개다래,36.06229167,127.6856944,2,576
개다래,36.07577778,127.7989167,1,577
개다래,36.09186111,128.03325,1,578
개다래,36.09336111,128.0249167,2,579
개다래,36.09872222,127.8264722,1,580
개다래,36.192623,128.555675,1,581
개다래,36.26777778,126.6125,1,582
개다래,36.275,126.6119444,1,583
개다래,36.27595833,126.6958028,1,584
개다래,36.42221111,126.6107811,1,585
개다래,36.45791111,126.6656528,1,586
개다래,36.55891694,127.0775281,1,587
개다래,36.61441389,127.1562419,1,588
개다래,36.635,129.3419444,1,589
개다래,36.64311111,129.2202222,1,590
개다래,36.64850611,126.9651111,1,591
개다래,36.681,127.2355,1,592
개다래,36.68583306,127.0362689,1,593
개다래,36.724045,128.046707,1,594
개다래,36.78266694,129.3337061,1,595
개다래,36.793825,129.2149361,1,596
개다래,36.80905806,129.0897861,1,597
개다래,36.86458306,129.3986831,1,598
개다래,36.86801694,129.3940831,1,599
개다래,36.91604194,128.5621439,1,600
개다래,36.94135306,129.1808361,1,601
개다래,36.96159694,129.3833639,1,602
개다래,36.96704194,129.0656439,1,603
개다래,36.967475,129.0658281,1,604
개다래,36.98874194,129.3097889,1,605
개다래,36.99890806,128.8129581,1,606
개다래,37.00358333,129.1290278,1,607
개다래,37.02160556,128.4195083,1,608
개다래,37.02682222,127.3925,1,609
개다래,37.04738889,129.0464444,1,610
개다래,37.05700833,128.4502722,1,611
개다래,37.06186111,127.7940556,1,612
개다래,37.0674,128.4487333,1,613
개다래,37.07525,127.7831389,4,614
개다래,37.07781222,127.7203975,1,615
개다래,37.08086667,128.5896361,1,616
개다래,37.08219444,127.7865278,1,617
개다래,37.09,129.1450278,1,618
개다래,37.09778611,128.7017944,1,619
개다래,37.10283333,129.0598889,1,620
개다래,37.11436389,128.6047111,1,621
개다래,37.11491667,129.0771111,1,622
개다래,37.11580556,129.0743333,1,623
개다래,37.12241667,127.9599722,2,624
개다래,37.13530556,127.9694722,1,625
개다래,37.13869722,127.6788,2,626
개다래,37.13919722,127.6837611,2,627
개다래,37.14172778,127.6853139,6,628
개다래,37.14246,127.44674,1,629
개다래,37.14466667,127.6927778,1,630
개다래,37.14622222,127.6938056,9,631
개다래,37.15608333,128.9393889,1,632
개다래,37.1694,128.5940361,1,633
개다래,37.18294444,129.0628889,1,634
개다래,37.201,127.8267222,3,635
개다래,37.20132778,128.7322806,1,636
개다래,37.203996,128.410507,1,637
개다래,37.20758333,127.8253333,4,638
개다래,37.21155833,128.7756778,1,639
개다래,37.21160833,128.1327194,1,640
개다래,37.23953889,128.1664028,1,641
개다래,37.25187778,127.8818417,1,642
개다래,37.25315278,128.8483,1,643
개다래,37.27825556,128.9707111,1,644
개다래,37.30266667,126.9523056,1,645
개다래,37.31845556,128.3151333,1,646
개다래,37.32472222,127.2676667,1,647
개다래,37.34772222,127.2858889,1,648
개다래,37.36681111,128.3063417,1,649
개다래,37.38303889,128.2712,1,650
개다래,37.39838889,127.34075,1,651
개다래,37.40111667,128.2946611,1,652
개다래,37.41083333,128.5079833,1,653
개다래,37.41321944,128.2284167,1,654
개다래,37.41855556,127.3762222,1,655
개다래,37.431108,127.206666,1,656
개다래,37.43614444,128.21625,1,657
개다래,37.452426,127.199572,1,658
개다래,37.50394167,130.8590083,1,659
개다래,37.51233333,130.9098611,1,660
개다래,37.51280556,130.9101667,2,661
개다래,37.51358333,130.9057778,1,662
개다래,37.52527806,126.4422219,1,663
개다래,37.53136111,128.8026944,1,664
개다래,37.53836111,128.5203917,1,665
개다래,37.54241667,128.7615556,1,666
개다래,37.56414694,127.3010669,1,667
개다래,37.57130556,128.8394722,1,668
