SIG_CD,SIDO_NM,SIGUNGU_NM,SIGUNGU_ROOT,key_exact,key_root,centroid_lon,centroid_lat,nearest_station,mean_temp,sum_rain,sum_sun,ratio_sun,forest,agri,urban,water,sbv_count,apiary_n,response
11160,서울,강서구,강서구,서울::강서구,서울::강서구,126.81863114276216,37.56576536213288,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.20123168758013327,0.19976038842297747,0.4752296277613133,0.08409525611114614,0,0,0
11170,서울,구로구,구로구,서울::구로구,서울::구로구,126.85403161830304,37.49554312309624,116,NA,NA,NA,NA,0.309817620905544,0.02381816532075129,0.6184556755285364,0.0030850195082115957,0,0,0
11180,서울,금천구,금천구,서울::금천구,서울::금천구,126.89982828339086,37.46008834577354,116,NA,NA,NA,NA,0.26937401518407106,0,0.6933104139808051,0.004941985388912763,0,0,0
11190,서울,영등포구,영등포구,서울::영등포구,서울::영등포구,126.91465664731604,37.52069191410734,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.1648205213625385,8.328475056217206e-5,0.6711918047805446,0.12255351045223621,0,0,0
11200,서울,동작구,동작구,서울::동작구,서울::동작구,126.94814642932766,37.496487915623796,116,NA,NA,NA,NA,0.31331849474610485,0,0.6095035974946943,0.052746001345825355,0,0,0
11210,서울,관악구,관악구,서울::관악구,서울::관악구,126.95087256964052,37.46542494055783,116,NA,NA,NA,NA,0.5367059603846965,0,0.4547921251771232,6.029726551900871e-5,0,0,0
11220,서울,서초구,서초구,서울::서초구,서울::서초구,127.01368676798295,37.476955748483284,116,NA,NA,NA,NA,0.5142883983090653,0.04020666979802724,0.37386566463128224,0.03167684358853922,0,0,0
11230,서울,강남구,강남구,서울::강남구,서울::강남구,127.06242007186685,37.496135309811706,116,NA,NA,NA,NA,0.28593512120857245,0.009204824920950932,0.6251083265019323,0.04311980325565055,0,0,0
11240,서울,송파구,송파구,서울::송파구,서울::송파구,127.10593504071221,37.504876353771614,116,NA,NA,NA,NA,0.2396237004570115,0.016623459924633186,0.5902397306037362,0.08814175374829623,0,0,0
11250,서울,강동구,강동구,서울::강동구,서울::강동구,127.14724023824131,37.549118627637036,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.25533116791413646,0.06164383561643836,0.5333286259002966,0.1030574777573789,0,0,0
21010,NA,중구,중구,NA::중구,NA::중구,129.0306612897456,35.105961830266985,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21020,NA,서구,서구,NA::서구,NA::서구,129.01938445926803,35.095681249065194,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21030,NA,동구,동구,NA::동구,NA::동구,129.044872408985,35.126864680748355,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21040,NA,영도구,영도구,NA::영도구,NA::영도구,129.06392011919905,35.07703574932239,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21050,NA,부산진구,부산진구,NA::부산진구,NA::부산진구,129.04609154328816,35.167452044133576,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21060,NA,동래구,동래구,NA::동래구,NA::동래구,129.08007642004873,35.20528339274441,296,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
21070,NA,남구,남구,NA::남구,NA::남구,129.08962781306315,35.12638827141794,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21080,NA,북구,북구,NA::북구,NA::북구,129.02126088436398,35.23237936587371,296,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
21090,NA,해운대구,해운대구,NA::해운대구,NA::해운대구,129.14469818275992,35.20118343277068,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21100,NA,사하구,사하구,NA::사하구,NA::사하구,128.97596856556987,35.084440190927914,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21110,NA,금정구,금정구,NA::금정구,NA::금정구,129.08951451871113,35.25836396919713,257,26.266666666666666,97.83333333333333,194.3,44.95666666666666,NA,NA,NA,NA,0,0,0
21120,NA,강서구,강서구,NA::강서구,NA::강서구,128.91790897243214,35.15795911456872,296,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
21130,NA,연제구,연제구,NA::연제구,NA::연제구,129.08532818513365,35.17876082570735,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21140,NA,수영구,수영구,NA::수영구,NA::수영구,129.11346555686112,35.16100549346479,159,25.366666666666667,93.36666666666667,247.43333333333334,57.92,NA,NA,NA,NA,0,0,0
21150,NA,사상구,사상구,NA::사상구,NA::사상구,128.98646943420852,35.15896709342184,296,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
21510,NA,기장군,기장군,NA::기장군,NA::기장군,129.19338257718852,35.28526848690779,257,26.266666666666666,97.83333333333333,194.3,44.95666666666666,NA,NA,NA,NA,10,3,10
22010,NA,중구,중구,NA::중구,NA::중구,128.59541334239216,35.867211487026495,176,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
22020,NA,동구,동구,NA::동구,NA::동구,128.68199624237135,35.93412229743391,143,26.5,86.16666666666667,215.56666666666666,49.78333333333333,NA,NA,NA,NA,0,0,0
22030,NA,서구,서구,NA::서구,NA::서구,128.54836203950887,35.875783290556754,176,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
22040,NA,남구,남구,NA::남구,NA::남구,128.58141824507982,35.83360935100565,143,26.5,86.16666666666667,215.56666666666666,49.78333333333333,NA,NA,NA,NA,0,0,0
22050,NA,북구,북구,NA::북구,NA::북구,128.5808334751995,35.93110885820739,176,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
22060,NA,수성구,수성구,NA::수성구,NA::수성구,128.6610259555306,35.83429971990706,143,26.5,86.16666666666667,215.56666666666666,49.78333333333333,NA,NA,NA,NA,0,0,0
22070,NA,달서구,달서구,NA::달서구,NA::달서구,128.52703767560865,35.82158129832875,143,26.5,86.16666666666667,215.56666666666666,49.78333333333333,NA,NA,NA,NA,0,0,0
22510,NA,달성군,달성군,NA::달성군,NA::달성군,128.44620647678315,35.89153730650968,176,NA,NA,NA,NA,NA,NA,NA,NA,274,6,274
22520,NA,군위군,군위군,NA::군위군,NA::군위군,128.72665871210268,36.164774681070746,278,26.066666666666666,68.66666666666667,225.26666666666668,51.79666666666667,NA,NA,NA,NA,51,3,51
23010,NA,중구,중구,NA::중구,NA::중구,126.4563960722948,37.47494769574465,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23020,NA,동구,동구,NA::동구,NA::동구,126.63640735379333,37.48205195560376,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23040,NA,연수구,연수구,NA::연수구,NA::연수구,126.64266030103893,37.38838055038901,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,7,1,7
23050,NA,남동구,남동구,NA::남동구,NA::남동구,126.73825794079897,37.43051569884703,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23060,NA,부평구,부평구,NA::부평구,NA::부평구,126.71682221065076,37.49416535002972,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23070,NA,계양구,계양구,NA::계양구,NA::계양구,126.73607839748253,37.55868580632304,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23080,NA,서구,서구,NA::서구,NA::서구,126.65680024485809,37.5555545564573,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23090,NA,미추홀구,미추홀구,NA::미추홀구,NA::미추홀구,126.66497869232329,37.45709033918666,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
23510,NA,강화군,강화군,NA::강화군,NA::강화군,126.4390521334264,37.70587443232656,201,24.233333333333334,85.83333333333333,212.53333333333333,48.64333333333333,NA,NA,NA,NA,38,3,38
23520,NA,옹진군,옹진군,NA::옹진군,NA::옹진군,124.67300222137733,37.949470376895825,102,22.066666666666666,82.96666666666667,212.96666666666667,48.88,NA,NA,NA,NA,10,1,10
24010,NA,동구,동구,NA::동구,NA::동구,126.96120401035013,35.11891257626172,156,26.766666666666666,77.76666666666667,222.73333333333335,51.67333333333333,NA,NA,NA,NA,0,0,0
24020,NA,서구,서구,NA::서구,NA::서구,126.85401016607989,35.13481374387477,156,26.766666666666666,77.76666666666667,222.73333333333335,51.67333333333333,NA,NA,NA,NA,0,0,0
24030,NA,남구,남구,NA::남구,NA::남구,126.88001707496683,35.101738226214195,156,26.766666666666666,77.76666666666667,222.73333333333335,51.67333333333333,NA,NA,NA,NA,0,0,0
24040,NA,북구,북구,NA::북구,NA::북구,126.90971493410245,35.189733424563066,156,26.766666666666666,77.76666666666667,222.73333333333335,51.67333333333333,NA,NA,NA,NA,3,3,3
24050,NA,광산구,광산구,NA::광산구,NA::광산구,126.7392305569586,35.16429723311306,156,26.766666666666666,77.76666666666667,222.73333333333335,51.67333333333333,NA,NA,NA,NA,8,1,8
25010,NA,동구,동구,NA::동구,NA::동구,127.46790778408604,36.31729889883711,133,26.833333333333332,103.43333333333334,235.86666666666667,54.28333333333333,NA,NA,NA,NA,0,0,0
25020,NA,중구,중구,NA::중구,NA::중구,127.40221640336871,36.27843153051876,133,26.833333333333332,103.43333333333334,235.86666666666667,54.28333333333333,NA,NA,NA,NA,2,1,2
25030,NA,서구,서구,NA::서구,NA::서구,127.34063878200901,36.27761738868854,133,26.833333333333332,103.43333333333334,235.86666666666667,54.28333333333333,NA,NA,NA,NA,0,0,0
25040,NA,유성구,유성구,NA::유성구,NA::유성구,127.34521997455752,36.38212102117259,133,26.833333333333332,103.43333333333334,235.86666666666667,54.28333333333333,NA,NA,NA,NA,0,0,0
25050,NA,대덕구,대덕구,NA::대덕구,NA::대덕구,127.44258372677025,36.409093421463844,133,26.833333333333332,103.43333333333334,235.86666666666667,54.28333333333333,NA,NA,NA,NA,0,0,0
26010,부산,중구,중구,부산::중구,부산::중구,129.3049067080974,35.57217186601469,152,25.133333333333333,98.06666666666666,234.93333333333334,54.35333333333333,0.14307093684525593,0,0.8332834480694402,0.010775217000897935,0,0,0
26020,부산,남구,남구,부산::남구,부산::남구,129.3287988820219,35.503837297978876,152,25.133333333333333,98.06666666666666,234.93333333333334,54.35333333333333,0.390297533154676,0,0.5731807874665017,0.0095856524427953,1,1,1
26030,부산,동구,동구,부산::동구,부산::동구,129.42442279821276,35.521550865129505,152,25.133333333333333,98.06666666666666,234.93333333333334,54.35333333333333,0.31246458923512743,0,0.6694050991501416,0.005288007554296506,0,0,0
26040,부산,북구,북구,부산::북구,부산::북구,129.39766056544198,35.597428198230624,152,25.133333333333333,98.06666666666666,234.93333333333334,54.35333333333333,0.6611843575418995,0.030837988826815644,0.23320670391061454,0.045184357541899436,0,0,0
26510,부산,울주군,울주군,부산::울주군,부산::울주군,129.16509416550142,35.52765135411309,152,25.133333333333333,98.06666666666666,234.93333333333334,54.35333333333333,NA,NA,NA,NA,29,4,29
29010,광주,세종시,세종시,광주::세종시,광주::세종시,127.26994475437643,36.57021009471617,239,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
31011,울산,수원시 장안구,수원시,울산::수원시 장안구,울산::수원시,127.00315362040618,37.318121142394965,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31012,울산,수원시 권선구,수원시,울산::수원시 권선구,울산::수원시,126.96558384889282,37.26394596566417,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31013,울산,수원시 팔달구,수원시,울산::수원시 팔달구,울산::수원시,127.01711303687998,37.275066006639264,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,3,1,3
31014,울산,수원시 영통구,수원시,울산::수원시 영통구,울산::수원시,127.05617777123763,37.27619893805471,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31021,울산,성남시 수정구,성남시,울산::성남시 수정구,울산::성남시,127.10458445009112,37.43587804130007,116,NA,NA,NA,NA,NA,NA,NA,NA,24,2,24
31022,울산,성남시 중원구,성남시,울산::성남시 중원구,울산::성남시,127.1698733901115,37.440061111519704,116,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
31023,울산,성남시 분당구,성남시,울산::성남시 분당구,울산::성남시,127.09447405011497,37.37539248868791,116,NA,NA,NA,NA,NA,NA,NA,NA,10,2,10
31030,울산,의정부시,의정부시,울산::의정부시,울산::의정부시,127.06644934238417,37.73312095145881,98,25.2,148.36666666666667,234.6,53.553333333333335,NA,NA,NA,NA,0,0,0
31041,울산,안양시 만안구,안양시,울산::안양시 만안구,울산::안양시,126.90274472549811,37.40440563381202,116,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
31042,울산,안양시 동안구,안양시,울산::안양시 동안구,울산::안양시,126.95483124308821,37.40117048430793,116,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
31051,울산,부천시 원미구,부천시,울산::부천시 원미구,울산::부천시,126.782583865196,37.502227847741345,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
31052,울산,부천시 소사구,부천시,울산::부천시 소사구,울산::부천시,126.79034249254131,37.47448702523929,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,0,0,0
31053,울산,부천시 오정구,부천시,울산::부천시 오정구,울산::부천시,126.79271924483594,37.530065910580625,112,25.3,93.13333333333333,253.13333333333333,57.93333333333333,NA,NA,NA,NA,10,1,10
31060,울산,광명시,광명시,울산::광명시,울산::광명시,126.86710023245756,37.44833511096791,116,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
31070,울산,평택시,평택시,울산::평택시,울산::평택시,127.0039165653469,37.02321129499714,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31080,울산,동두천시,동두천시,울산::동두천시,울산::동두천시,127.06699624418114,37.92072708564433,98,25.2,148.36666666666667,234.6,53.553333333333335,NA,NA,NA,NA,2,1,2
31091,울산,안산시 상록구,안산시,울산::안산시 상록구,울산::안산시,126.85782685428121,37.322335773308325,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31092,울산,안산시 단원구,안산시,울산::안산시 단원구,울산::안산시,126.79472912854901,37.32881250516837,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,2,1,2
31101,울산,고양시 덕양구,고양시,울산::고양시 덕양구,울산::고양시,126.90043985508686,37.660312286838995,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,NA,NA,NA,NA,44,6,44
31103,울산,고양시 일산동구,고양시,울산::고양시 일산동구,울산::고양시,126.80637124721241,37.68136369554522,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,NA,NA,NA,NA,0,0,0
31104,울산,고양시 일산서구,고양시,울산::고양시 일산서구,울산::고양시,126.72490110601946,37.67744028504176,99,24.266666666666666,57.4,235.2,54.3,NA,NA,NA,NA,1,1,1
31110,울산,과천시,과천시,울산::과천시,울산::과천시,127.00394146704397,37.43418839618364,116,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
31120,울산,구리시,구리시,울산::구리시,울산::구리시,127.13276305064322,37.60113502071967,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,NA,NA,NA,NA,0,0,0
31130,울산,남양주시,남양주시,울산::남양주시,울산::남양주시,127.25765957884968,37.64304909830182,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,NA,NA,NA,NA,42,7,42
31140,울산,오산시,오산시,울산::오산시,울산::오산시,127.05123483688149,37.16316077405396,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,1,1,1
31150,울산,시흥시,시흥시,울산::시흥시,울산::시흥시,126.83084291857159,37.390469642165975,116,NA,NA,NA,NA,NA,NA,NA,NA,8,3,8
31160,울산,군포시,군포시,울산::군포시,울산::군포시,126.92071498002176,37.34190980815953,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,2,1,2
31170,울산,의왕시,의왕시,울산::의왕시,울산::의왕시,126.98917912617009,37.357956132784395,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31180,울산,하남시,하남시,울산::하남시,울산::하남시,127.21158007830532,37.530245690432615,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,NA,NA,NA,NA,0,0,0
31191,울산,용인시 처인구,용인시,울산::용인시 처인구,울산::용인시,127.24003136271783,37.22189556295998,203,25.433333333333334,111.86666666666667,242.2,55.47666666666667,NA,NA,NA,NA,6,3,6
31192,울산,용인시 기흥구,용인시,울산::용인시 기흥구,울산::용인시,127.1185148460447,37.270239058130805,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31193,울산,용인시 수지구,용인시,울산::용인시 수지구,울산::용인시,127.0886492068346,37.33268540312474,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31200,울산,파주시,파주시,울산::파주시,울산::파주시,126.80771536807865,37.84967051745089,99,24.266666666666666,57.4,235.2,54.3,NA,NA,NA,NA,100,4,100
31210,울산,이천시,이천시,울산::이천시,울산::이천시,127.45149392468385,37.20169646911719,203,25.433333333333334,111.86666666666667,242.2,55.47666666666667,NA,NA,NA,NA,80,6,80
31220,울산,안성시,안성시,울산::안성시,울산::안성시,127.30590748797471,37.02472481460547,232,25.133333333333333,101.03333333333333,229.26666666666668,52.626666666666665,NA,NA,NA,NA,3,3,3
31230,울산,김포시,김포시,울산::김포시,울산::김포시,126.60156161295718,37.684681656014604,201,24.233333333333334,85.83333333333333,212.53333333333333,48.64333333333333,NA,NA,NA,NA,0,0,0
31240,울산,화성시,화성시,울산::화성시,울산::화성시,126.89108583591795,37.153659972288786,119,26.166666666666668,108.66666666666667,239.73333333333332,54.95666666666666,NA,NA,NA,NA,0,0,0
31250,울산,광주시,광주시,울산::광주시,울산::광주시,127.29192512175135,37.400553863240816,202,26,96.16666666666667,213.06666666666666,48.70333333333333,NA,NA,NA,NA,0,0,0
31260,울산,양주시,양주시,울산::양주시,울산::양주시,127.01412979177749,37.80542501517977,98,25.2,148.36666666666667,234.6,53.553333333333335,NA,NA,NA,NA,4,4,4
31270,울산,포천시,포천시,울산::포천시,울산::포천시,127.23697139315563,37.96754821266826,98,25.2,148.36666666666667,234.6,53.553333333333335,NA,NA,NA,NA,3,1,3
31280,울산,여주시,여주시,울산::여주시,울산::여주시,127.6442783798525,37.2874186294847,203,25.433333333333334,111.86666666666667,242.2,55.47666666666667,NA,NA,NA,NA,32,2,32
31550,울산,연천군,연천군,울산::연천군,울산::연천군,127.02181733270686,38.10528439619656,98,25.2,148.36666666666667,234.6,53.553333333333335,NA,NA,NA,NA,30,4,30
31570,울산,가평군,가평군,울산::가평군,울산::가평군,127.40772045758094,37.81128326640023,101,25.7,112.36666666666666,243.23333333333332,55.51,NA,NA,NA,NA,135,41,135
31580,울산,양평군,양평군,울산::양평군,울산::양평군,127.58046241997509,37.5190727827763,202,26,96.16666666666667,213.06666666666666,48.70333333333333,NA,NA,NA,NA,330,46,330
32010,NA,춘천시,춘천시,NA::춘천시,NA::춘천시,127.78661465356828,37.87938922811916,101,25.7,112.36666666666666,243.23333333333332,55.51,NA,NA,NA,NA,129,13,129
32020,NA,원주시,원주시,NA::원주시,NA::원주시,127.89983954873342,37.32478059457752,114,25.833333333333332,93,226.43333333333334,51.78,NA,NA,NA,NA,196,20,196
32030,NA,강릉시,강릉시,NA::강릉시,NA::강릉시,128.88338774055273,37.70928059036024,105,25.4,89.5,212.56666666666666,48.45666666666666,NA,NA,NA,NA,241,6,241
32040,NA,동해시,동해시,NA::동해시,NA::동해시,129.0456062522414,37.51572991221176,106,23.433333333333334,65.13333333333333,202.8,46.25666666666667,NA,NA,NA,NA,346,3,346
32050,NA,태백시,태백시,NA::태백시,NA::태백시,128.958113812759,37.203490582612154,216,21.966666666666665,58.3,170.8,39.06,NA,NA,NA,NA,518,5,518
32060,NA,속초시,속초시,NA::속초시,NA::속초시,128.5139578266974,38.175080112978435,90,23.96666666666667,99.33333333333333,201.13333333333335,45.800000000000004,NA,NA,NA,NA,0,0,0
32070,NA,삼척시,삼척시,NA::삼척시,NA::삼척시,129.1746436057027,37.25796348687692,214,NA,NA,NA,NA,NA,NA,NA,NA,1245,24,1245
32510,NA,홍천군,홍천군,NA::홍천군,NA::홍천군,128.18453310079167,37.7468369909952,212,25.46666666666667,71.16666666666667,247.53333333333333,56.54666666666667,NA,NA,NA,NA,720,101,720
32520,NA,횡성군,횡성군,NA::횡성군,NA::횡성군,128.10012175523045,37.48970583931858,114,25.833333333333332,93,226.43333333333334,51.78,NA,NA,NA,NA,463,63,463
32530,NA,영월군,영월군,NA::영월군,NA::영월군,128.4556952890485,37.21931869012281,121,24.5,81.56666666666666,204.56666666666666,46.82,NA,NA,NA,NA,210,4,210
32540,NA,평창군,평창군,NA::평창군,NA::평창군,128.44171032033995,37.54576912458177,217,23.7,76.16666666666667,167.7,38.29333333333334,NA,NA,NA,NA,368,74,368
32550,NA,정선군,정선군,NA::정선군,NA::정선군,128.70248686559765,37.37319724570607,217,23.7,76.16666666666667,167.7,38.29333333333334,NA,NA,NA,NA,1035,37,1035
32560,NA,철원군,철원군,NA::철원군,NA::철원군,127.35055818975366,38.220476212702366,95,24.466666666666665,167.6,234,53.403333333333336,NA,NA,NA,NA,0,0,0
32570,NA,화천군,화천군,NA::화천군,NA::화천군,127.68749922023207,38.14197571187139,93,25.266666666666666,107.83333333333333,239.9,54.72333333333333,NA,NA,NA,NA,323,26,323
32580,NA,양구군,양구군,NA::양구군,NA::양구군,127.98889852268077,38.1659535364826,211,23.266666666666666,96.66666666666667,214.4,48.89666666666667,NA,NA,NA,NA,10,2,10
32590,NA,인제군,인제군,NA::인제군,NA::인제군,128.25455539044572,38.10055895927075,211,23.266666666666666,96.66666666666667,214.4,48.89666666666667,NA,NA,NA,NA,475,84,475
32600,NA,고성군,고성군,NA::고성군,NA::고성군,128.36250518134042,38.40120704170792,90,23.96666666666667,99.33333333333333,201.13333333333335,45.800000000000004,NA,NA,NA,NA,21,2,21
32610,NA,양양군,양양군,NA::양양군,NA::양양군,128.62259983935863,38.01135995656229,90,23.96666666666667,99.33333333333333,201.13333333333335,45.800000000000004,NA,NA,NA,NA,126,15,126
33020,NA,충주시,충주시,NA::충주시,NA::충주시,127.86845940194509,37.00616629919198,127,25.833333333333332,91.4,222.4,50.93333333333334,NA,NA,NA,NA,680,22,680
11010,서울,종로구,종로구,서울::종로구,서울::종로구,126.96667394818164,37.59909526658381,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.643433353437877,0,0.32350723763570566,4.5235223160434263e-4,0,0,0
11020,서울,중구,중구,서울::중구,서울::중구,126.99298444246114,37.55797337538072,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.24059139784946237,8.960573476702509e-5,0.7300179211469534,0.004211469534050179,0,0,0
11030,서울,용산구,용산구,서울::용산구,서울::용산구,126.98034604002287,37.53114567196116,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.27110017813215714,0,0.5436847909067776,0.15005513614386293,0,0,0
11040,서울,성동구,성동구,서울::성동구,서울::성동구,127.04133526323285,37.55065002069223,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.1388888888888889,0,0.6898782343987824,0.11399217221135029,0,0,0
11050,서울,광진구,광진구,서울::광진구,서울::광진구,127.0894055270119,37.548049031059364,108,26.566666666666666,83.83333333333333,232.53333333333333,53.78,0.247903217607889,0.0014741015605144107,0.5556346261373456,0.12036801707924565,0,0,0
33030,NA,제천시,제천시,NA::제천시,NA::제천시,128.15562638050997,37.034470988041626,221,24.366666666666667,96.66666666666667,210.63333333333333,48.163333333333334,NA,NA,NA,NA,30,6,30
33041,NA,청주시 상당구,청주시,NA::청주시 상당구,NA::청주시,127.53960188978162,36.56937228596057,131,26.966666666666665,85.33333333333333,248.6,57.07333333333334,NA,NA,NA,NA,22,3,22
33042,NA,청주시 서원구,청주시,NA::청주시 서원구,NA::청주시,127.41514434436036,36.54809517568812,181,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
33043,NA,청주시 흥덕구,청주시,NA::청주시 흥덕구,NA::청주시,127.37803791907193,36.64318966314914,181,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
33044,NA,청주시 청원구,청주시,NA::청주시 청원구,NA::청주시,127.50901485849481,36.712603334672004,131,26.966666666666665,85.33333333333333,248.6,57.07333333333334,NA,NA,NA,NA,0,0,0
